PassengerId,Survived,num__Pclass,num__Age,num__SibSp,num__Parch,num__Fare,num__FamilySize,num__IsAlone,num__Age*Class,num__FarePerPerson,cat__Sex_female,cat__Sex_male,cat__Embarked_C,cat__Embarked_Q,cat__Embarked_S,cat__Title_Master,cat__Title_Miss,cat__Title_Mr,cat__Title_Mrs,cat__Title_Officer,cat__Title_Rare,cat__Title_Royalty,cat__TicketPrefix_A,cat__TicketPrefix_AS,cat__TicketPrefix_C,cat__TicketPrefix_CA,cat__TicketPrefix_CASOTON,cat__TicketPrefix_FA,cat__TicketPrefix_FC,cat__TicketPrefix_FCC,cat__TicketPrefix_LINE,cat__TicketPrefix_NUMERIC,cat__TicketPrefix_PC,cat__TicketPrefix_PP,cat__TicketPrefix_PPP,cat__TicketPrefix_SC,cat__TicketPrefix_SCA,cat__TicketPrefix_SCAH,cat__TicketPrefix_SCAHBASLE,cat__TicketPrefix_SCOW,cat__TicketPrefix_SCPARIS,cat__TicketPrefix_SOC,cat__TicketPrefix_SOP,cat__TicketPrefix_SOPP,cat__TicketPrefix_SOTONO,cat__TicketPrefix_SOTONOQ,cat__TicketPrefix_SP,cat__TicketPrefix_STONO,cat__TicketPrefix_SWPP,cat__TicketPrefix_WC,cat__TicketPrefix_WEP,cat__CabinDeck_A,cat__CabinDeck_B,cat__CabinDeck_C,cat__CabinDeck_D,cat__CabinDeck_E,cat__CabinDeck_F,cat__CabinDeck_G,cat__CabinDeck_T,cat__CabinDeck_Unknown
210,1,-1.5661069258891576,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,-0.5609748304808925,0.8119223343984152,-0.7417590926528298,0.3094157608003146,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0,0.8273772438659699,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,-0.5609748304808925,0.8119223343984152,0.2435741585136658,-0.35918386666774077,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,1,-0.3693648410115938,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.22559322262067316,-0.5609748304808925,0.8119223343984152,0.18199083031575983,0.03025098941490523,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,0,0.8273772438659699,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,0.8119223343984152,0.058824173919947875,-0.35360057124003264,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
214,0,-0.3693648410115938,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,0.8119223343984152,-0.12592581067377007,-0.19308082769342225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,0,0.8273772438659699,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.49237782784290063,0.059159876663617626,-1.2316448970959013,0.6130741277011017,-0.4478186815826083,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,1,-1.5661069258891576,0.12591212881674602,0.4327933656785018,-0.4736736092984604,1.6323350375212924,0.059159876663617626,-1.2316448970959013,-1.0188840695434067,1.0251244434396578,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,1,0.8273772438659699,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.5609748304808925,0.8119223343984152,0.5206991354042427,-0.3347569491715175,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,0,-0.3693648410115938,0.9712604053509489,0.4327933656785018,-0.4736736092984604,-0.10478509950117394,0.059159876663617626,-1.2316448970959013,0.6130741277011017,-0.17912258912415177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,1,-1.5661069258891576,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,0.8876878608937296,-0.5609748304808925,0.8119223343984152,-0.9880924054444538,1.5738004684159692,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
220,0,-0.3693648410115938,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.12592581067377007,-0.2628720205397746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,1,0.8273772438659699,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,0.8119223343984152,-0.4954257798612059,-0.3312673895291999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,0,-0.3693648410115938,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,0.8119223343984152,-0.31067579526748795,-0.19308082769342225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,0,0.8273772438659699,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,0.8119223343984152,2.737698950528858,-0.3312673895291999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,0,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,0.8119223343984152,0.6130741277011017,-0.33557211030396283,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,1,-1.5661069258891576,0.6638610320657843,0.4327933656785018,-0.4736736092984604,1.163700193253568,0.059159876663617626,-1.2316448970959013,-0.8033424208507358,0.7002464407398876,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0,0.8273772438659699,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.4601623283443675,-0.5609748304808925,0.8119223343984152,0.058824173919947875,-0.2949759692490967,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,1,-0.3693648410115938,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.8033424208507358,-0.2628720205397746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,0,0.8273772438659699,-0.6810112260568114,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,0.8119223343984152,-0.07973831452534057,-0.35360057124003264,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,0,-0.3693648410115938,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,0.8119223343984152,-0.8649257490486417,-0.19308082769342225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,0,0.8273772438659699,-0.10463740114712752,2.2474704895351842,0.7676298785983874,-0.13565761536436197,1.9195639980971482,-1.2316448970959013,0.6130741277011017,-0.4138069208256383,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231,1,-1.5661069258891576,0.4333115021019107,0.4327933656785018,-0.4736736092984604,1.0323213593611125,0.059159876663617626,-1.2316448970959013,-0.8957174131475948,0.6091689340753977,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0,0.8273772438659699,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,0.8119223343984152,0.7054491199979606,-0.33894442074229864,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,0,-0.3693648410115938,2.277707741812899,-0.47454519624983954,-0.4736736092984604,-0.3766033765200472,-0.5609748304808925,0.8119223343984152,1.6599907070655033,-0.17912258912415177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,1,0.8273772438659699,-1.8721837975368247,3.1548090514635256,2.0089333664952354,-0.016444159470040135,3.1598334123861687,-1.2316448970959013,-1.5115506951266544,-0.4308195410393182,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
235,0,-0.3693648410115938,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.4954257798612059,-0.2628720205397746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,0,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49640476528021726,-0.5609748304808925,0.8119223343984152,0.6130741277011017,-0.3452256280984703,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,0,-0.3693648410115938,1.1249600919935314,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,-1.2316448970959013,0.7362407840969136,-0.19308082769342225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,1,-0.3693648410115938,-1.6416342675729512,-0.47454519624983954,2.0089333664952354,-0.11988611489111134,0.6792945838081278,-1.2316448970959013,-1.4807590310277015,-0.3117258555322212,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,0,-0.3693648410115938,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.8033424208507358,-0.2628720205397746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
240,0,-0.3693648410115938,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4012683683236117,-0.5609748304808925,0.8119223343984152,0.058824173919947875,-0.2133202736188644,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,0,0.8273772438659699,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0.059159876663617626,-1.2316448970959013,0.6130741277011017,-0.3542398585665052,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,1,0.8273772438659699,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0.059159876663617626,-1.2316448970959013,0.6130741277011017,-0.33964233267076216,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,0,-0.3693648410115938,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.18750913887167603,-0.2628720205397746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,0,0.8273772438659699,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5049620073345151,-0.5609748304808925,0.8119223343984152,0.058824173919947875,-0.35709013088235025,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,0,0.8273772438659699,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.5609748304808925,0.8119223343984152,0.7978241122948195,-0.35429848316849616,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,0,-1.5661069258891576,1.1249600919935314,1.340131927606843,-0.4736736092984604,1.163700193253568,0.6792945838081278,-1.2316448970959013,-0.6185924362570179,0.2814992836617736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0,0.8273772438659699,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,0.8119223343984152,0.3359491508105248,-0.33894442074229864,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,1,-0.3693648410115938,-0.41203677443229225,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,0.6792945838081278,-1.2316448970959013,-0.4954257798612059,-0.4210653909915066,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,1,-1.5661069258891576,0.5870111887444931,0.4327933656785018,0.7676298785983874,0.40974072380221066,0.6792945838081278,-1.2316448970959013,-0.8341340849496888,-0.06695232288301842,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
250,0,-0.3693648410115938,1.893458525206443,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,-1.2316448970959013,1.3520740660759734,-0.19308082769342225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
251,0,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,0.8119223343984152,0.6130741277011017,-0.35360057124003264,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
252,0,0.8273772438659699,-0.027787557825836348,0.4327933656785018,0.7676298785983874,-0.43776248884929375,0.6792945838081278,-1.2316448970959013,0.7054491199979606,-0.4586363164737929,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
253,0,-1.5661069258891576,2.5082572717767726,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,0.8119223343984152,-0.06434248247586408,0.18518743753380743,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0,0.8273772438659699,0.04906228549545483,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,0.059159876663617626,-1.2316448970959013,0.7978241122948195,-0.3312673895291999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
